, 11395
MTOR, 14
ATRX, 14
GHR, 14
SLC46A3, 14
SLC12A6, 14
DDX46, 14
TAPBP, 14
RANBP3L, 14
GARS, 14
HIVEP1, 14
ILVBL, 14
VWA5A, 14
GLS2, 14
ANXA5, 14
GCN1, 14
YWHAB, 14
TDRD7, 14
ADNP, 14
PAPOLA, 14
TRPC4AP, 14
TAB2, 14
FUCA2, 14
HPSE, 14
SNX2, 14
YTHDC1, 14
PRELP, 14
PPP1R12A, 14
ARFGEF1, 14
PECAM1, 14
SEC23A, 14
MCL1, 14
RAD23B, 14
UBE4B, 14
RXRA, 14
SLC15A4, 14
CFLAR, 14
RAPH1, 14
RAC1, 14
GNB1, 13
RSU1, 13
QKI, 13
TNRC6A, 13
ATP2B4, 13
PRDX3, 13
CYP51A1, 13
UBE4A, 13
ACOX3, 13
CCT8, 13
CUL4B, 13
KDM3B, 13
RB1CC1, 13
PLXNC1, 13
PTBP1, 13
HEATR1, 13
SMARCC1, 13
PATJ, 13
DLC1, 13
FARP1, 13
ARHGAP12, 13
NR1D2, 13
ASXL1, 13
CHD1L, 13
GOLPH3, 13
SF3B2, 13
TCN2, 13
LAPTM5, 13
SDF4, 13
DOCK11, 13
NADK, 13
CPSF1, 13
PRPF4B, 13
VWA8, 13
TBL1Y, 13
ZEB1, 13
HIPK2, 13
OSBPL1A, 13
CHI3L1, 13
LPCAT2, 13
HERPUD1, 13
GNPTAB, 13
PIEZO1, 13
HGFAC, 13
SPATS2L, 13
MTCH1, 13
LY6E, 13
KEAP1, 13
DPY19L1, 13
CHD3, 13
CAPN2, 13
PNISR, 13
SUN1, 13
PDXDC1, 13
ERC1, 13
PPFIBP1, 13
HECTD4, 13
LTBP3, 13
PRPF40A, 13
XPO1, 13
SLC39A14, 13
PRDX6, 13
YLPM1, 13
MGAM, 13
MKLN1, 13
FEM1B, 13
TOPORS, 13
ENG, 13
GFPT1, 13
SFRP1, 13
CHD2, 13
SAMHD1, 13
AP4B1, 13
EEA1, 13
GNMT, 13
SWAP70, 13
ABHD2, 13
GPI, 13
UTRN, 13
ADRM1, 13
NGFR, 13
ZBTB38, 13
PHB2, 13
MDR1, 13
HAL, 13
FERMT2, 13
NACA, 13
DHX9, 13
FLII, 13
RRN3, 13
KIF5B, 13
DHRS7, 13
PDLIM5, 13
ECE1, 13
RNF130, 13
GMIP, 13
FOXO3, 13
ERCC6L2, 13
SCARB1, 13
SRP68, 13
RBBP7, 13
EIF3H, 13
N4BP2, 13
NDFIP1, 13
RTN4, 13
HACD3, 13
ZBTB40, 13
BDP1, 13
ATXN2L, 13
NOL10, 13
SLC4A4, 13
FBXO11, 13
PNPLA8, 13
TOMM70, 13
MTDH, 13
KAT2B, 13
G3BP1, 13
HNF4A, 13
APBB1IP, 13
SLTM, 13
SARDH, 13
AGFG1, 13
IPO8, 13
JAK2, 13
TFR2, 13
ACSS3, 13
SHMT2, 13
MAP1B, 13
POLR2B, 13
PPM1B, 13
MAGT1, 12
SRPRA, 12
MANF, 12
IARS2, 12
FRY, 12
RALGAPB, 12
PGM2, 12
ENPEP, 12
ARHGAP21, 12
SLC25A4, 12
FKBP15, 12
SLC30A1, 12
USP32, 12
LEAP2, 12
ATL3, 12
BLVRB, 12
BPHL, 12
RBBP6, 12
TANC1, 12
FDPS, 12
COPG1, 12
HNRNPA3, 12
MOB1A, 12
SC5D, 12
LYN, 12
FMNL2, 12
HNRNPR, 12
EDEM1, 12
MEF2A, 12
RAN, 12
SDAD1, 12
AKR1A1, 12
MFSD2A, 12
HAAO, 12
KIF21A, 12
EPS15, 12
APLNR, 12
PLCE1, 12
SREBF1, 12
UBA5, 12
ATL2, 12
ETFB, 12
AKT1, 12
GPAA1, 12
EZR, 12
USP7, 12
ZC3HAV1, 12
PLBD2, 12
NUDT12, 12
DIAPH2, 12
USP4, 12
HNRNPDL, 12
LAPTM4A, 12
AP2A1, 12
ANKLE2, 12
CDC42BPB, 12
TNKS2, 12
IMMT, 12
SLC12A7, 12
ECH1, 12
SREBF2, 12
PALMD, 12
MYBBP1A, 12
U2SURP, 12
RABGAP1, 12
RNASEL, 12
MYC, 12
PJA2, 12
TBXAS1, 12
ANKRD13C, 12
DHX36, 12
KCNJ2, 12
YME1L1, 12
TTC38, 12
GGA2, 12
ADGRA3, 12
KANSL1L, 12
ST3GAL6, 12
AMFR, 12
SLC30A5, 12
DYNC2H1, 12
PRKACB, 12
INTS6, 12
RNF20, 12
TMEM168, 12
CD151, 12
PTPRM, 12
API5, 12
SF3B3, 12
ITGA8, 12
ENPP5, 12
TMEM19, 12
PRKCSH, 12
SHMT1, 12
ESF1, 12
RIPK1, 12
USP10, 12
PTOV1, 12
INSIG1, 12
TYK2, 12
FUS, 12
RNPEP, 12
PRODH2, 12
ATP11C, 12
DENND5B, 12
UBR2, 12
SEMA4D, 12
SEMA3D, 12
RPL10A, 12
SETD7, 12
MORF4L1, 12
AATF, 12
KDM5B, 12
CCT6A, 12
OLFML3, 12
SVEP1, 12
sulf2, 12
POLR2A, 12
KDELR2, 12
POLK, 12
GIGYF2, 12
EXOC2, 12
TRIM25, 12
ATP8B1, 12
UTP3, 12
PTK2, 12
CLASP2, 12
CD68, 12
SBNO1, 12
EBPL, 12
ADGRF5, 12
ATF5, 12
PBLD, 12
FGFR1, 12
SENP6, 12
PSMD11, 12
HAO1, 12
PI4KA, 12
OSBP, 12
SERBP1, 12
ALDH8A1, 12
TRAM1, 12
AP3D1, 12
SOD2, 12
UBE3C, 12
ERMP1, 12
NRBP1, 12
KMT2B, 12
PANK3, 12
GNPAT, 12
LRRK2, 12
FZD4, 11
AKAP2, 11
FCGRT, 11
RUFY3, 11
OSTM1, 11
RNF145, 11
WASHC4, 11
HM13, 11
PPP2CB, 11
SETD3, 11
GSDMD, 11
FKBP11, 11
TGOLN2, 11
HBS1L, 11
PIK3CD, 11
RASA1, 11
ECHDC3, 11
TOR1AIP1, 11
ERP29, 11
ACSL3, 11
EIF2A, 11
PPP2R1A, 11
ALG5, 11
PXDN, 11
FTCD, 11
ELL2, 11
UPB1, 11
ACSM3, 11
WARS, 11
OGT, 11
RBBP4, 11
MCTP1, 11
BCKDHB, 11
